identifier,label,set
Q8S3U9,Cytoplasm,
Q8T2I8,Cytoplasm,
Q7T0P4,Cytoplasm,test
O94724,Cytoplasm,
O96033,Cytoplasm,
Q07799,Cytoplasm,
Q523C3,Cytoplasm,
A8MQ27,Cytoplasm,test
Q9Y7U7,Cytoplasm,
Q9Y7U6,Cytoplasm,
Q84WL6,Cytoplasm,test
Q9WVS4,Cytoplasm,
Q20347,Cytoplasm,
Q7TSP2,Cytoplasm,test
Q6ZMR3,Cytoplasm,
Q02733,Cytoplasm,
Q9SQ70,Cytoplasm,
P40031,Cytoplasm,
Q9HCH0,Cytoplasm,
Q8VHK2,Cytoplasm,
Q9H4B7,Cytoplasm,
Q2QYF3,Cytoplasm,
Q96G61,Cytoplasm,
Q8IWC1,Cytoplasm,test
Q12108,Cytoplasm,
Q8CJ40,Cytoplasm,test
Q9Z1B2,Cytoplasm,
Q9Y825,Cytoplasm,
Q9NZQ9,Cytoplasm,
Q9CQS7,Cytoplasm,
O60343,Cytoplasm,
O74454,Cytoplasm,test
Q9XUC2,Cytoplasm,
P36167,Cytoplasm,
Q91V36,Cytoplasm,
P81299,Cytoplasm,
Q9USH9,Cytoplasm,
Q21341,Cytoplasm,
Q12017,Cytoplasm,
Q9ULP0,Cytoplasm,
Q96PU5,Cytoplasm,test
P37012,Cytoplasm,
Q9ULP9,Cytoplasm,
P80210,Cytoplasm,
Q9UUD0,Cytoplasm,
P08018,Cytoplasm,test
O74985,Cytoplasm,
P15442,Cytoplasm,
P0CT04,Cytoplasm,
P50111,Cytoplasm,test
Q02326,Cytoplasm,
P40344,Cytoplasm,test
O48791,Cytoplasm,
Q3TZW7,Cytoplasm,test
Q8MQJ9,Cytoplasm,
Q12706,Cytoplasm,test
Q12701,Cytoplasm,
Q9HDT8,Cytoplasm,
A2ZDX9,Cytoplasm,
P50579,Cytoplasm,
Q8WXB1,Cytoplasm,
Q9H6D7,Cytoplasm,
Q4AC94,Cytoplasm,
Q5RJL0,Cytoplasm,
P69300,Cytoplasm,
Q9LX12,Cytoplasm,
Q3E792,Cytoplasm,test
P32461,Cytoplasm,
Q60760,Cytoplasm,
Q8C0L9,Cytoplasm,
Q9XW79,Cytoplasm,
Q0VDF9,Cytoplasm,
O74526,Cytoplasm,
O74521,Cytoplasm,
Q9P6R4,Cytoplasm,
Q6AYD6,Cytoplasm,
O42906,Cytoplasm,
Q2L4W6,Cytoplasm,
Q9P6R1,Cytoplasm,test
P17156,Cytoplasm,
Q2M3C7,Cytoplasm,
O94413,Cytoplasm,
Q23500,Cytoplasm,
Q03017,Cytoplasm,
Q90738,Cytoplasm,test
P53090,Cytoplasm,
P0C090,Cytoplasm,
P38348,Cytoplasm,
Q3UIZ8,Cytoplasm,
P38340,Cytoplasm,
P38347,Cytoplasm,test
P38344,Cytoplasm,
Q3E769,Cytoplasm,test
Q5U1Z0,Cytoplasm,
Q5A961,Cytoplasm,test
Q9BZR8,Cytoplasm,
Q9VF87,Cytoplasm,
P31688,Cytoplasm,
Q15042,Cytoplasm,test
Q6ZU15,Cytoplasm,
P47181,Cytoplasm,
A1ZA47,Cytoplasm,
O94307,Cytoplasm,
Q99PT1,Cytoplasm,
Q9BDB7,Cytoplasm,
Q03786,Cytoplasm,
Q03785,Cytoplasm,
Q03780,Cytoplasm,
P87299,Cytoplasm,test
D4P3R7,Cytoplasm,
Q9UST9,Cytoplasm,
Q8NJU8,Cytoplasm,
O42699,Cytoplasm,test
Q8BG60,Cytoplasm,test
F4I5N6,Cytoplasm,test
P53137,Cytoplasm,
Q383A1,Cytoplasm,
O18734,Cytoplasm,
Q19286,Cytoplasm,
Q8TFG6,Cytoplasm,
O13822,Cytoplasm,
Q9DAN6,Cytoplasm,
Q229Z6,Cytoplasm,
Q05D44,Cytoplasm,
Q91VJ2,Cytoplasm,
Q8VZ59,Cytoplasm,
O95848,Cytoplasm,
Q09933,Cytoplasm,
O94246,Cytoplasm,
Q1MX18,Cytoplasm,
O44406,Cytoplasm,
Q9GYZ0,Cytoplasm,test
P02407,Cytoplasm,
P02400,Cytoplasm,
P24386,Cytoplasm,
Q01657,Cytoplasm,
Q924T7,Cytoplasm,
O44408,Cytoplasm,
Q9H4H8,Cytoplasm,
P53808,Cytoplasm,
O94682,Cytoplasm,test
O13674,Cytoplasm,test
Q6B8I1,Cytoplasm,
Q8SWR8,Cytoplasm,
P32497,Cytoplasm,test
Q55FT4,Cytoplasm,
Q99666,Cytoplasm,
Q9ULE6,Cytoplasm,
Q9FGX1,Cytoplasm,
O23826,Cytoplasm,
G5EEM5,Cytoplasm,
I6WU39,Cytoplasm,
Q9SA49,Cytoplasm,test
Q1MTQ1,Cytoplasm,
Q8MKF1,Cytoplasm,
P28708,Cytoplasm,
Q8SY41,Cytoplasm,
Q8WUY3,Cytoplasm,
O08582,Cytoplasm,
Q96PF2,Cytoplasm,
Q10092,Cytoplasm,
Q13042,Cytoplasm,
Q9M811,Cytoplasm,
P41805,Cytoplasm,
Q9UTI7,Cytoplasm,
P23258,Cytoplasm,
P50094,Cytoplasm,
P22674,Cytoplasm,
B7ZFT1,Cytoplasm,
U4PR86,Cytoplasm,
Q9NKV0,Cytoplasm,
Q9SYD8,Cytoplasm,
Q9TU03,Cytoplasm,
Q12245,Cytoplasm,
Q9GZZ1,Cytoplasm,
Q27884,Cytoplasm,
Q54Q99,Cytoplasm,
Q8TC44,Cytoplasm,
Q9H9G7,Cytoplasm,
P25704,Cytoplasm,
P42932,Cytoplasm,
O96007,Cytoplasm,
O22133,Cytoplasm,
P05619,Cytoplasm,
F4HWY6,Cytoplasm,
Q9Y7R1,Cytoplasm,
Q9UPQ3,Cytoplasm,
Q9LDL7,Cytoplasm,
Q54IH8,Cytoplasm,
Q2KHM9,Cytoplasm,
Q9UUJ3,Cytoplasm,
Q06817,Cytoplasm,
O95684,Cytoplasm,test
Q9P940,Cytoplasm,
P0CX40,Cytoplasm,
P0CE95,Cytoplasm,
Q86Y13,Cytoplasm,test
Q8K1N4,Cytoplasm,
Q02648,Cytoplasm,test
Q16828,Cytoplasm,
B7F8P5,Cytoplasm,
O59675,Cytoplasm,
Q10277,Cytoplasm,
P42826,Cytoplasm,test
Q8TGA0,Cytoplasm,
Q9VR35,Cytoplasm,test
Q9HGM9,Cytoplasm,
P40976,Cytoplasm,
Q6QZQ4,Cytoplasm,
O74428,Cytoplasm,
Q9P7B0,Cytoplasm,
Q9C5C0,Cytoplasm,
Q53H96,Cytoplasm,
Q08886,Cytoplasm,
Q08881,Cytoplasm,test
Q96A58,Cytoplasm,
P25567,Cytoplasm,
P54136,Cytoplasm,
Q9JJW5,Cytoplasm,test
P36003,Cytoplasm,
P36006,Cytoplasm,
P36004,Cytoplasm,
P36008,Cytoplasm,test
P34217,Cytoplasm,
Q06836,Cytoplasm,
Q5VWZ2-2,Cytoplasm,
Q9BQ89,Cytoplasm,
Q4JIM5,Cytoplasm,
Q9N5L4,Cytoplasm,
Q9H0I3,Cytoplasm,test
Q91903,Cytoplasm,
Q8WXC3,Cytoplasm,
Q9SGU2,Cytoplasm,test
Q7TMK6,Cytoplasm,
P60841,Cytoplasm,
Q99J87,Cytoplasm,test
Q9NVN3,Cytoplasm,
Q9VYS4,Cytoplasm,
Q804A5,Cytoplasm,
P06730,Cytoplasm,
P25157,Cytoplasm,
O74886,Cytoplasm,test
Q9BRX8,Cytoplasm,
Q9USX7,Cytoplasm,
P38427,Cytoplasm,
P38426,Cytoplasm,
O42914,Cytoplasm,
P59644,Cytoplasm,
Q3Y452,Cytoplasm,
B9VRJ2,Cytoplasm,
P91124,Cytoplasm,
Q68FE6,Cytoplasm,
O00936,Cytoplasm,
Q4J6C6,Cytoplasm,
Q91637,Cytoplasm,
Q21067,Cytoplasm,
Q21065,Cytoplasm,
Q9P546,Cytoplasm,test
Q20757,Cytoplasm,
Q76N32,Cytoplasm,
Q53GT1,Cytoplasm,
O94334,Cytoplasm,
Q04949,Cytoplasm,test
Q9Z0G8,Cytoplasm,test
Q6NYC8-4,Cytoplasm,
Q9SMR2,Cytoplasm,test
Q49B96,Cytoplasm,
Q9UJC3,Cytoplasm,
Q6DT37,Cytoplasm,test
C4P6S0,Cytoplasm,
Q96IV0,Cytoplasm,
Q3KNI6,Cytoplasm,
Q9USU1,Cytoplasm,
Q8LK61,Cytoplasm,test
Q9YH12,Cytoplasm,
P91276,Cytoplasm,
Q9LVC6,Cytoplasm,
Q9SE42,Cytoplasm,
Q9FMB4,Cytoplasm,
Q00647,Cytoplasm,
P17555,Cytoplasm,
O76003,Cytoplasm,
P83299,Cytoplasm,
P56288,Cytoplasm,
Q9H4A3,Cytoplasm,
B2RYG6,Cytoplasm,test
Q80UG5,Cytoplasm,
P04551,Cytoplasm,
Q9P789,Cytoplasm,
Q9P2M1,Cytoplasm,
O15273,Cytoplasm,
O43001,Cytoplasm,
O96876,Cytoplasm,
Q3TYQ9,Cytoplasm,
P00491,Cytoplasm,
Q8TF40,Cytoplasm,
Q05924,Cytoplasm,test
Q05926,Cytoplasm,test
Q09697,Cytoplasm,
Q9NVR7,Cytoplasm,
Q9NVR5,Cytoplasm,
Q9CA40,Cytoplasm,
Q04418,Cytoplasm,
Q8NHV4,Cytoplasm,
P91870,Cytoplasm,test
Q04412,Cytoplasm,
Q54UC9,Cytoplasm,
P00360,Cytoplasm,
Q04093,Cytoplasm,
Q84TC2,Cytoplasm,
A9Q751,Cytoplasm,
Q8GYB8,Cytoplasm,
P00560,Cytoplasm,
P28263,Cytoplasm,test
Q7TS74,Cytoplasm,
Q99622,Cytoplasm,
Q7TS73,Cytoplasm,
P53258,Cytoplasm,test
Q23K29,Cytoplasm,
O60187,Cytoplasm,
F2Z461,Cytoplasm,
Q9P3A9,Cytoplasm,test
P23248,Cytoplasm,test
P41831,Cytoplasm,
Q8MLZ3,Cytoplasm,test
Q1PFN9,Cytoplasm,test
P07281,Cytoplasm,
P07280,Cytoplasm,
O94927,Cytoplasm,test
Q94K80,Cytoplasm,
O96013,Cytoplasm,
Q18892,Cytoplasm,
P41238,Cytoplasm,
O43060,Cytoplasm,test
P91349,Cytoplasm,
Q99247,Cytoplasm,
Q0WTP1,Cytoplasm,test
Q62048,Cytoplasm,
Q9UTC7,Cytoplasm,
Q7L3B6,Cytoplasm,
Q93V56,Cytoplasm,
Q9VM91,Cytoplasm,test
O61585,Cytoplasm,
Q9FJX5,Cytoplasm,
Q9Y7S2,Cytoplasm,
Q9Y7S6,Cytoplasm,
Q99395,Cytoplasm,
Q9N5M6,Cytoplasm,
Q8IIK4,Cytoplasm,
Q812E0,Cytoplasm,
P0CB05,Cytoplasm,test
Q5CPU3,Cytoplasm,test
Q3V016,Cytoplasm,
Q9FJV0,Cytoplasm,test
Q9VTY6,Cytoplasm,test
Q9CWU5,Cytoplasm,
Q76IC5,Cytoplasm,
Q96G04,Cytoplasm,
Q5XI32,Cytoplasm,
O43402,Cytoplasm,
Q9Z335,Cytoplasm,
Q9Y809,Cytoplasm,test
Q94BT9,Cytoplasm,
Q16543,Cytoplasm,
Q12387,Cytoplasm,
Q12461,Cytoplasm,
O60167,Cytoplasm,test
Q568P9,Cytoplasm,
Q9HGL2,Cytoplasm,
P26196,Cytoplasm,
Q55D99,Cytoplasm,test
O74432,Cytoplasm,
O74434,Cytoplasm,test
H6D7E6,Cytoplasm,
O74436,Cytoplasm,
P36102,Cytoplasm,
P36103,Cytoplasm,test
Q9VCA8,Cytoplasm,
P36105,Cytoplasm,
O43314,Cytoplasm,
P36117,Cytoplasm,
Q9C030,Cytoplasm,
P33442,Cytoplasm,test
A6NK89,Cytoplasm,
P48163,Cytoplasm,
A8J8F6,Cytoplasm,
Q9XG54,Cytoplasm,
Q9SYM5,Cytoplasm,
Q9FV70,Cytoplasm,
C6KT50,Cytoplasm,
Q9UUF2,Cytoplasm,
Q96MI9,Cytoplasm,
Q9VWQ2,Cytoplasm,
Q9UJP4,Cytoplasm,
P85515,Cytoplasm,
P36618,Cytoplasm,test
O74729,Cytoplasm,
Q9P7I2,Cytoplasm,
O42854,Cytoplasm,
Q15814,Cytoplasm,
P40363,Cytoplasm,
P36589,Cytoplasm,test
Q9P0R6,Cytoplasm,
A2AQ25,Cytoplasm,
Q64282,Cytoplasm,
Q9HDZ0,Cytoplasm,
P0CX25,Cytoplasm,
Q641A1,Cytoplasm,
O70400,Cytoplasm,
Q9C8M5,Cytoplasm,test
Q16613,Cytoplasm,
Q16612,Cytoplasm,
A2AMM0,Cytoplasm,test
Q2QAV0,Cytoplasm,
O94435,Cytoplasm,
Q9P6P3,Cytoplasm,
O94438,Cytoplasm,test
P30625,Cytoplasm,
P30627,Cytoplasm,test
Q9VAC8,Cytoplasm,test
P25369,Cytoplasm,
P40561,Cytoplasm,
P40563,Cytoplasm,
P40564,Cytoplasm,test
Q8LFL8,Cytoplasm,
Q96WW1,Cytoplasm,
P51402,Cytoplasm,test
Q8K4T4,Cytoplasm,
Q8K4T4-2,Cytoplasm,
P38167,Cytoplasm,
Q9C0I1,Cytoplasm,
Q3ZBF7,Cytoplasm,test
P51668,Cytoplasm,
Q920B0,Cytoplasm,
Q5VCS6,Cytoplasm,
O54874,Cytoplasm,test
P46614,Cytoplasm,
Q8MUF9,Cytoplasm,
P14127,Cytoplasm,
Q08641,Cytoplasm,
Q9C5S1,Cytoplasm,test
Q9U489,Cytoplasm,
O94324,Cytoplasm,
Q12532,Cytoplasm,test
Q5VYS4,Cytoplasm,test
Q6PKG0,Cytoplasm,
Q9USR0,Cytoplasm,
Q10225,Cytoplasm,
Q9DB60,Cytoplasm,
O44518,Cytoplasm,
Q7L5D6,Cytoplasm,
Q56WN1,Cytoplasm,test
P52565,Cytoplasm,
Q36736,Cytoplasm,
P09052,Cytoplasm,
Q6GNL4,Cytoplasm,
Q940S3,Cytoplasm,
Q9BT25,Cytoplasm,
O14319,Cytoplasm,
O14317,Cytoplasm,
Q8TDY4,Cytoplasm,test
Q6Q3H2,Cytoplasm,
G3X982,Cytoplasm,
Q960N3,Cytoplasm,
Q9NTK1,Cytoplasm,
P39016,Cytoplasm,
Q9V3P0,Cytoplasm,
Q922Y1,Cytoplasm,
P32909,Cytoplasm,
O13833,Cytoplasm,
Q5ZR76,Cytoplasm,
O13837,Cytoplasm,
P49025,Cytoplasm,
Q9CA51,Cytoplasm,
Q04409,Cytoplasm,
Q9C9C9,Cytoplasm,
P23128,Cytoplasm,
Q9P209,Cytoplasm,
Q9GN62,Cytoplasm,
P34611,Cytoplasm,test
Q9W590,Cytoplasm,
Q9SHS8,Cytoplasm,
Q09757,Cytoplasm,
Q9ERC1,Cytoplasm,
Q53GG5,Cytoplasm,
P28273,Cytoplasm,
P28272,Cytoplasm,test
Q9H7D7,Cytoplasm,
O13944,Cytoplasm,
Q8NEL9,Cytoplasm,
O13943,Cytoplasm,
Q99871,Cytoplasm,test
Q18066,Cytoplasm,
P0CF96,Cytoplasm,
Q28283,Cytoplasm,
Q9C0U6,Cytoplasm,test
Q2PQA9,Cytoplasm,
Q96P47,Cytoplasm,
Q9FKW8,Cytoplasm,
P32614,Cytoplasm,
Q6P9H5,Cytoplasm,
P32589,Cytoplasm,
Q8CIQ7,Cytoplasm,
Q3UPP8,Cytoplasm,test
Q09773,Cytoplasm,
Q9C8M3,Cytoplasm,
Q09778,Cytoplasm,test
O42845,Cytoplasm,
Q94AA4,Cytoplasm,
Q8GS71,Cytoplasm,test
Q66KE8,Cytoplasm,
Q9Y7P6,Cytoplasm,
Q9WVP9,Cytoplasm,
P48375,Cytoplasm,
Q58EE9,Cytoplasm,
O61577,Cytoplasm,test
Q9USV4,Cytoplasm,
Q24311,Cytoplasm,
O94630,Cytoplasm,
Q9JIH7,Cytoplasm,test
Q9QZH7,Cytoplasm,
Q3BBV0,Cytoplasm,
Q9V3B4,Cytoplasm,
Q9P6K4,Cytoplasm,
Q6PRD7,Cytoplasm,
Q5MPA9,Cytoplasm,
Q96RT7,Cytoplasm,test
Q8K1H1,Cytoplasm,
Q9Z320,Cytoplasm,
Q05468,Cytoplasm,
Q08689,Cytoplasm,
Q9VA38,Cytoplasm,
Q9VU87,Cytoplasm,
Q3UZZ6,Cytoplasm,
P0CX36,Cytoplasm,
P0CX34,Cytoplasm,
P0CX35,Cytoplasm,
P0CX32,Cytoplasm,test
P0CX33,Cytoplasm,
P0CX30,Cytoplasm,
P0CX31,Cytoplasm,test
P0CX39,Cytoplasm,
Q12751,Cytoplasm,
Q8K0T4,Cytoplasm,test
P62158,Cytoplasm,
Q0CRX8,Cytoplasm,
E9PT87,Cytoplasm,
P14315-2,Cytoplasm,
Q8K0T2,Cytoplasm,
Q9NSV4,Cytoplasm,test
O43307,Cytoplasm,
Q2LE78,Cytoplasm,
Q9NUV9,Cytoplasm,
O43303,Cytoplasm,
Q6AXZ5,Cytoplasm,
Q8T135,Cytoplasm,
P97434,Cytoplasm,
Q9GV41,Cytoplasm,
F4IIU4,Cytoplasm,
Q09HN1,Cytoplasm,
Q12288,Cytoplasm,test
Q96DG6,Cytoplasm,
Q24145,Cytoplasm,
P07259,Cytoplasm,
Q9SKE2,Cytoplasm,
Q9FV49,Cytoplasm,
Q9UT96,Cytoplasm,
Q9Y2I6,Cytoplasm,
O04147,Cytoplasm,test
Q9BW62,Cytoplasm,test
P63301,Cytoplasm,
Q54HG2,Cytoplasm,
Q2V2M9,Cytoplasm,
Q2V2M9-4,Cytoplasm,
O42844,Cytoplasm,
O65902,Cytoplasm,
Q9W1I9,Cytoplasm,
Q54NW4,Cytoplasm,
Q8STE5,Cytoplasm,
P0CV94,Cytoplasm,
P38620,Cytoplasm,
P38623,Cytoplasm,
P38990,Cytoplasm,
O16259,Cytoplasm,test
P23403,Cytoplasm,
P38627,Cytoplasm,
Q96VB9,Cytoplasm,
Q9VH19,Cytoplasm,test
P38998,Cytoplasm,
Q12756,Cytoplasm,
Q96M32,Cytoplasm,test
Q9SUW2,Cytoplasm,
O59755,Cytoplasm,test
Q8ND56,Cytoplasm,
P0CW40,Cytoplasm,
Q99943,Endoplasmic.reticulum,
Q8W4P8,Endoplasmic.reticulum,test
Q8TED4,Endoplasmic.reticulum,
Q7X911,Endoplasmic.reticulum,
Q9DAV9,Endoplasmic.reticulum,
Q8RX88,Endoplasmic.reticulum,test
P40557,Endoplasmic.reticulum,
P40499,Endoplasmic.reticulum,
Q6QLL4,Endoplasmic.reticulum,
O94680,Endoplasmic.reticulum,
Q96JJ7,Endoplasmic.reticulum,
P18031,Endoplasmic.reticulum,
O94520,Endoplasmic.reticulum,
P35441,Endoplasmic.reticulum,
P25371,Endoplasmic.reticulum,test
P38694,Endoplasmic.reticulum,
Q9D1Q6,Endoplasmic.reticulum,
Q99ML4,Endoplasmic.reticulum,test
Q99287,Endoplasmic.reticulum,
P38755,Endoplasmic.reticulum,
Q8R1W2,Endoplasmic.reticulum,
Q8TFH3,Endoplasmic.reticulum,
Q8NBI6,Endoplasmic.reticulum,test
Q7TNK0,Endoplasmic.reticulum,
Q9NUD9,Endoplasmic.reticulum,
O14213,Endoplasmic.reticulum,
Q9FFS0,Endoplasmic.reticulum,
P05177,Endoplasmic.reticulum,
P38435,Endoplasmic.reticulum,
P38272,Endoplasmic.reticulum,
Q60GF7,Endoplasmic.reticulum,
Q9P7B3,Endoplasmic.reticulum,
Q8GXV5,Endoplasmic.reticulum,
Q8IWX5,Endoplasmic.reticulum,test
Q06107,Endoplasmic.reticulum,
P49333,Endoplasmic.reticulum,
Q9LQP8,Endoplasmic.reticulum,
P38888,Endoplasmic.reticulum,
Q6A152,Endoplasmic.reticulum,
Q12372,Endoplasmic.reticulum,
Q9UBM7,Endoplasmic.reticulum,
Q08986,Endoplasmic.reticulum,
P47154,Endoplasmic.reticulum,test
Q9Y679,Endoplasmic.reticulum,test
Q6P179,Endoplasmic.reticulum,
P48415,Endoplasmic.reticulum,test
Q96LT4,Endoplasmic.reticulum,
Q12520,Endoplasmic.reticulum,
Q28298,Endoplasmic.reticulum,test
Q570B4,Endoplasmic.reticulum,
O42944,Endoplasmic.reticulum,
Q7M3I4,Endoplasmic.reticulum,
Q86YB8,Endoplasmic.reticulum,
P38574,Endoplasmic.reticulum,test
P38307,Endoplasmic.reticulum,
O14193,Endoplasmic.reticulum,
Q80WQ6,Endoplasmic.reticulum,
Q8BLF1,Endoplasmic.reticulum,
Q9GZR5,Endoplasmic.reticulum,
Q10084,Endoplasmic.reticulum,
Q0WPQ2,Endoplasmic.reticulum,
Q9SXC9,Endoplasmic.reticulum,
O00767,Endoplasmic.reticulum,
Q9P7P0,Endoplasmic.reticulum,
P47026,Endoplasmic.reticulum,
Q5RJY4,Endoplasmic.reticulum,
Q10269,Endoplasmic.reticulum,test
Q9Y876,Endoplasmic.reticulum,
Q7XI45,Endoplasmic.reticulum,
P39719,Endoplasmic.reticulum,
O09101,Endoplasmic.reticulum,
Q9FMY1,Endoplasmic.reticulum,
Q10061,Endoplasmic.reticulum,
Q70UQ0,Endoplasmic.reticulum,
P53938,Endoplasmic.reticulum,
Q86SQ9,Endoplasmic.reticulum,
P32916,Endoplasmic.reticulum,test
O74750,Endoplasmic.reticulum,
Q9AST3,Endoplasmic.reticulum,
Q9JHP7,Endoplasmic.reticulum,
Q8VY97,Endoplasmic.reticulum,
Q8VY98,Endoplasmic.reticulum,
Q5VV42,Endoplasmic.reticulum,
F4HTM3,Endoplasmic.reticulum,
Q4N4N8,Endoplasmic.reticulum,
O60613,Endoplasmic.reticulum,
A5D6W6,Endoplasmic.reticulum,test
O59712,Endoplasmic.reticulum,
Q9USH8,Endoplasmic.reticulum,test
Q8GW19,Endoplasmic.reticulum,
Q9BRL7,Endoplasmic.reticulum,
Q12015,Endoplasmic.reticulum,
Q91WG0,Endoplasmic.reticulum,
Q9M0Z6,Endoplasmic.reticulum,
Q4V3C9,Endoplasmic.reticulum,
A1L3X0,Endoplasmic.reticulum,
Q96G97,Endoplasmic.reticulum,test
Q59WG7,Endoplasmic.reticulum,test
Q99158,Endoplasmic.reticulum,test
P53847,Endoplasmic.reticulum,
Q9UTN7,Endoplasmic.reticulum,
P53337,Endoplasmic.reticulum,
Q03529,Endoplasmic.reticulum,test
Q9JLA3,Endoplasmic.reticulum,
P46313,Endoplasmic.reticulum,
Q8BK48,Endoplasmic.reticulum,
Q6R0J2,Endoplasmic.reticulum,
Q9TW32,Endoplasmic.reticulum,
Q9BV94,Endoplasmic.reticulum,
P16474,Endoplasmic.reticulum,
P62651,Endoplasmic.reticulum,
F4HVJ3,Endoplasmic.reticulum,
Q9NWW5,Endoplasmic.reticulum,
P25338,Endoplasmic.reticulum,test
Q7K1V5,Endoplasmic.reticulum,test
Q2L6L1,Endoplasmic.reticulum,
Q7L5A8,Endoplasmic.reticulum,test
P38717,Endoplasmic.reticulum,
Q9Y7T6,Endoplasmic.reticulum,
F4I8Q7,Endoplasmic.reticulum,test
Q9JJJ7,Endoplasmic.reticulum,
Q9FZ33,Endoplasmic.reticulum,test
Q9BY08,Endoplasmic.reticulum,
P38138,Endoplasmic.reticulum,
Q3E790,Endoplasmic.reticulum,
O94905,Endoplasmic.reticulum,
O22898,Endoplasmic.reticulum,
Q99PG0,Endoplasmic.reticulum,
Q03579,Endoplasmic.reticulum,
Q9D6I7,Endoplasmic.reticulum,test
P47013,Endoplasmic.reticulum,test
Q92521,Endoplasmic.reticulum,test
Q8VY69,Endoplasmic.reticulum,
Q61595,Endoplasmic.reticulum,test
Q03714,Endoplasmic.reticulum,
Q8L638,Endoplasmic.reticulum,
Q9DAU1,Endoplasmic.reticulum,
Q9P6R5,Endoplasmic.reticulum,
Q8HZR1,Endoplasmic.reticulum,
Q9LYQ4,Endoplasmic.reticulum,
Q8NAT1,Endoplasmic.reticulum,test
Q6E213,Endoplasmic.reticulum,
Q9P8E3,Endoplasmic.reticulum,
Q969S6,Endoplasmic.reticulum,
O35052,Endoplasmic.reticulum,
P80365,Endoplasmic.reticulum,
O74818,Endoplasmic.reticulum,
Q96Q80,Endoplasmic.reticulum,
P25580,Endoplasmic.reticulum,
Q05JG2,Endoplasmic.reticulum,test
Q94IB8,Endoplasmic.reticulum,
Q08227,Endoplasmic.reticulum,
O76062,Endoplasmic.reticulum,
Q9P003,Endoplasmic.reticulum,
P38875,Endoplasmic.reticulum,
Q91W90,Endoplasmic.reticulum,
Q8S948,Endoplasmic.reticulum,
P53073,Endoplasmic.reticulum,
P38878,Endoplasmic.reticulum,test
Q12205,Endoplasmic.reticulum,
P70227,Endoplasmic.reticulum,
Q9NZV5-2,Endoplasmic.reticulum,
Q9Z0F5,Endoplasmic.reticulum,
Q9Y7V0,Endoplasmic.reticulum,test
Q9M2U2,Endoplasmic.reticulum,
Q1HG44,Endoplasmic.reticulum,test
Q9C5U2,Endoplasmic.reticulum,
Q9C5U0,Endoplasmic.reticulum,
O13663,Endoplasmic.reticulum,
Q10182,Endoplasmic.reticulum,
Q6EV70,Endoplasmic.reticulum,
P49858,Endoplasmic.reticulum,
P40006,Endoplasmic.reticulum,test
P40004,Endoplasmic.reticulum,
Q5TGU0,Endoplasmic.reticulum,test
Q86TL2,Endoplasmic.reticulum,
Q91V79,Endoplasmic.reticulum,test
Q6INX3,Endoplasmic.reticulum,
Q8IWF2,Endoplasmic.reticulum,test
Q9W5D4,Endoplasmic.reticulum,
Q38870,Endoplasmic.reticulum,
Q8WMV1,Endoplasmic.reticulum,
Q12443,Endoplasmic.reticulum,
P28791,Endoplasmic.reticulum,
Q9BTX3,Endoplasmic.reticulum,
Q7KRW1,Endoplasmic.reticulum,test
Q9NYU1,Endoplasmic.reticulum,
Q9NYU2,Endoplasmic.reticulum,
O04153,Endoplasmic.reticulum,
Q9SIX1,Endoplasmic.reticulum,
Q9UKV5,Endoplasmic.reticulum,test
O49434,Endoplasmic.reticulum,
O13917,Endoplasmic.reticulum,
Q04958,Endoplasmic.reticulum,
Q8NBL1,Endoplasmic.reticulum,
Q5JPE7,Endoplasmic.reticulum,
Q9BUN8,Endoplasmic.reticulum,
Q9UBS4,Endoplasmic.reticulum,
O75460,Endoplasmic.reticulum,
Q9C0U9,Endoplasmic.reticulum,
Q7L1T6,Endoplasmic.reticulum,
O14267,Endoplasmic.reticulum,test
Q12743,Endoplasmic.reticulum,
Q12745,Endoplasmic.reticulum,
Q9XF43,Endoplasmic.reticulum,
Q9P381,Endoplasmic.reticulum,
P52194,Endoplasmic.reticulum,
P52193,Endoplasmic.reticulum,
Q9FFD9,Endoplasmic.reticulum,test
Q9C0Y5,Endoplasmic.reticulum,
Q9SUT9,Endoplasmic.reticulum,
Q29381,Endoplasmic.reticulum,
P43560,Endoplasmic.reticulum,
Q9UT11,Endoplasmic.reticulum,
P43614,Endoplasmic.reticulum,
Q99220,Endoplasmic.reticulum,
P43613,Endoplasmic.reticulum,test
O35949,Endoplasmic.reticulum,
Q06058,Endoplasmic.reticulum,
O74943,Endoplasmic.reticulum,
P40540,Endoplasmic.reticulum,
Q9SHC8,Endoplasmic.reticulum,
Q9UTQ9,Endoplasmic.reticulum,test
O94512,Endoplasmic.reticulum,
P40544,Endoplasmic.reticulum,
Q9H6R6,Endoplasmic.reticulum,
O74368,Endoplasmic.reticulum,
Q9HB03,Endoplasmic.reticulum,
Q7X9I4,Endoplasmic.reticulum,
P41800,Endoplasmic.reticulum,
Q86SK9,Endoplasmic.reticulum,
Q12025,Endoplasmic.reticulum,
Q8LG50,Endoplasmic.reticulum,test
Q07451,Endoplasmic.reticulum,
P55061,Endoplasmic.reticulum,
Q9ERE7,Endoplasmic.reticulum,
O43050,Endoplasmic.reticulum,test
Q8LB08,Endoplasmic.reticulum,
P18418,Endoplasmic.reticulum,
Q7L775,Endoplasmic.reticulum,
Q60432,Endoplasmic.reticulum,
